16,230,1466385632010,1467882311302
57,285,1466183329274,1468084613645
77,983,1466986311690,1467281631243
82,466,1466832059146,1467435884809
25,497,1466687037572,1467580906090
71,355,1466143211899,1468124731583
4,593,1466352046522,1467915896193
25,882,1466567399721,1467700543196
0,863,1466624928223,1467643014851
88,684,1466305230193,1467962713827
92,885,1466822423423,1467445519165
27,272,1466141919022,1468126024455
60,392,1465872309120,1468395633388
26,601,1466636629579,1467631313187
56,649,1466296591131,1467971352206
19,772,1466672633132,1467595310132
69,18,1466907623884,1467360319852
75,704,1466320758385,1467947184553
0,929,1465844974420,1468422969034
44,354,1466790113167,1467477829559
53,156,1465951182550,1468316760738
45,301,1466557962444,1467709980805
41,740,1466086582067,1468181361840
88,323,1466446370658,1467821573225
50,61,1466555616000,1467712327786
63,103,1466849695482,1467418247916
94,936,1466984609087,1467283333804
86,995,1466089612530,1468178330756
6,920,1466511386272,1467756556151
47,281,1466880961068,1467386982228
29,225,1466649776192,1467618167951
27,726,1467119494588,1467148448068
65,979,1466161635628,1468106308071
3,700,1467050784183,1467217158098
92,205,1466007185801,1468260757776
85,614,1466704481327,1467563461171
36,234,1466633282848,1467634660486
73,376,1466279495854,1467988447011
69,526,1466298702287,1467969240213
37,279,1465860315003,1468407627820
46,351,1466316955586,1467950987758
64,334,1465855884144,1468412059918
10,17,1465913422621,1468354520404
49,519,1466413734965,1467854208268
98,635,1466141926253,1468126016073
14,443,1466710285505,1467557657399
81,737,1466786614445,1467481328571
30,692,1466444038528,1467823905060
43,194,1466178968123,1468088974257
35,540,1466659587069,1467608356401
18,141,1466756559047,1467511384275
48,595,1467062836058,1467205107189
76,629,1466390336736,1467877607167
22,541,1466538008511,1467729934441
79,516,1466773218862,1467494725039
33,153,1465924279170,1468343664613
5,112,1466228551247,1468039391896
37,864,1466337045127,1467930898739
56,777,1466154431852,1468113512110
98,110,1466267848177,1468000094971
63,743,1466142332112,1468125611209
87,769,1467009587207,1467258357222
98,158,1466253742324,1468014200868
57,478,1466705688554,1467562254535
43,329,1466934933851,1467333009189
56,212,1467042323041,1467225619231
14,805,1467088546113,1467179396980
13,26,1467019702505,1467248240516
11,69,1466574869328,1467693073537
82,983,1466660889479,1467607053191
92,382,1466638839722,1467629103648
19,271,1467065957532,1467201986011
5,837,1466673053237,1467594889805
38,843,1466648751218,1467619192346
68,359,1467058401464,1467209541792
63,396,1466240040141,1468027903214
1,392,1466314829210,1467953113744
31,597,1465956894115,1468311048105
32,208,1466698197116,1467569746382
71,104,1467090209224,1467177734588
66,882,1467021243988,1467246699612
85,629,1466787286112,1467480657033
46,486,1466278490904,1467989453168
71,666,1466829573329,1467438369077
6,624,1465883799943,1468384143690
15,965,1467093742227,1467174201357
82,269,1466177704444,1468090238861
34,356,1465865041602,1468402901381
62,444,1466881302102,1467386640973
92,14,1466107119864,1468160824128
20,99,1465936072520,1468331870932
98,978,1467048908005,1467219036162
6,751,1467090383136,1467177560574
91,380,1466211963110,1468055979794
71,40,1466760417489,1467507525132
18,520,1465873197071,1468394747074
53,203,1465908895019,1468359047183
27,655,1467040233458,1467227709670
94,531,1466441994485,1467825948910
61,874,1466100202495,1468167740257
84,886,1466015157605,1468252785573
37,593,1466180523568,1468087419191
59,751,1466373469662,1467894473934
3,464,1466873054142,1467394889677
40,693,1466439440870,1467828502159
69,107,1466870834197,1467397109902
17,705,1465880490836,1468387452111
15,121,1466720103045,1467547839416
56,382,1465878448424,1468389494040
64,860,1467083178146,1467184765073
5,203,1465982543042,1468285399258
66,374,1466699931800,1467568011342
48,19,1466419496796,1467848446363
46,51,1466755138262,1467512805009
62,380,1466593076408,1467674866094
21,751,1466993797477,1467274145351
11,124,1466809597075,1467458346481
75,925,1466108008641,1468159935121
77,309,1466314403878,1467953539124
60,850,1465972356793,1468295586422
97,542,1466029928964,1468238014620
92,447,1466675133632,1467592809416
68,934,1465992332088,1468275610111
58,818,1466505080853,1467762862477
73,293,1466996487200,1467271455467
45,46,1465987859366,1468280083266
13,931,1466670417518,1467597525145
92,912,1466314227166,1467953715770
95,390,1466626948019,1467640995212
93,756,1466381493389,1467886450227
75,926,1465893517231,1468374427220
64,759,1466555766185,1467712176766
77,900,1466909636183,1467358307065
9,130,1466807743232,1467460200050
32,513,1466019926216,1468248017048
6,497,1466485032467,1467782910723
10,522,1466186390143,1468081552011
12,796,1466490001827,1467777941010
20,972,1466443647137,1467824296089
30,763,1466967775447,1467300168210
51,321,1465970164642,1468297778119
55,287,1465981166481,1468286776744
1,71,1466211754221,1468056189100
42,372,1466641001510,1467626941470
71,335,1466375442967,1467892501154
24,101,1466314395016,1467953547520
25,555,1466246854150,1468021089635
82,988,1466090734372,1468177208372
51,943,1466205566903,1468062376073
78,638,1466460678218,1467807264824
49,328,1466383017998,1467884925331
33,267,1467094318002,1467173624937
17,468,1466406247216,1467861695919
18,672,1466306681378,1467961262185
15,36,1466059462938,1468208480296
89,16,1466444871548,1467823071069
91,738,1465871196179,1468396746432
48,39,1466364774077,1467903170161
45,184,1467020909957,1467247033492
3,453,1466971247284,1467296696022
61,561,1466619712307,1467648230408
0,852,1466845566948,1467422376436
57,482,1466658465485,1467609477290
31,481,1466861498150,1467406444642
14,278,1466012965183,1468254978086
9,456,1466189700024,1468078242227
96,217,1466668945285,1467598997239
53,907,1466589275906,1467678667394
63,176,1466641052184,1467626890214
77,645,1465996760811,1468271183001
92,915,1466060693225,1468207249045
83,391,1465985364067,1468282579304
3,232,1466395770147,1467872172270
67,103,1466198523900,1468069419105
53,639,1466156678597,1468111264771
39,723,1466842080876,1467425862896
24,14,1466685449328,1467582493202
59,206,1466957532910,1467310410657
27,247,1466083163443,1468184779840
60,262,1466422609634,1467845334142
75,898,1466490749308,1467777193219
11,111,1467129197787,1467138745210
53,976,1466166748484,1468101194065
16,377,1466615396134,1467652547700
55,835,1466380491082,1467887452911
2,379,1467127980392,1467139962834
46,446,1466071785591,1468196157911
96,861,1466407092192,1467860850750
53,645,1465854465865,1468413477937
99,433,1466150228194,1468117715273
29,727,1466687569273,1467580374046
81,51,1467112566807,1467155376087
16,205,1466815849085,1467452094944
3,123,1466755116032,1467512826288
55,482,1466533739998,1467734203169
71,995,1466984282602,1467283660854
35,484,1466964710075,1467303233631
23,898,1465880890685,1468387052858
39,467,1465897908099,1468370034335
6,227,1466249817287,1468018125950
44,301,1466589952286,1467677990689
7,403,1466112961942,1468154981767
32,165,1466684533111,1467583409498
9,513,1466111944080,1468155998352
83,118,1466672632080,1467595311535
43,822,1466754812522,1467513130782
97,121,1467018980565,1467248962617
92,418,1466780006158,1467487938049
51,518,1466198214543,1468069729166
32,608,1466340446797,1467927496755
64,318,1466603918503,1467664024718
39,428,1466702309007,1467565633383
57,954,1466721461928,1467546481887
24,385,1467001094802,1467266848525
77,683,1465962649052,1468305293191
43,990,1466519848557,1467748094742
0,555,1466477652043,1467790291385
98,888,1466327048086,1467940894526
57,618,1466625511164,1467642431694
11,825,1466681398168,1467586544282
15,546,1466900148666,1467367795009
93,12,1466013998134,1468253944683
43,214,1467016729052,1467251213471
21,704,1467013363929,1467254580224
33,963,1467076559639,1467191383177
17,849,1466573674582,1467694268525
86,36,1466339131016,1467928811966
28,26,1466673667282,1467594275403
52,849,1466105751129,1468162191604
34,352,1466040609057,1468227334198
24,814,1466740300832,1467527642669
48,821,1466371480204,1467896462245
55,920,1466183186331,1468084756809
2,916,1466523442914,1467744501048
4,71,1466874557663,1467393385332
11,326,1467030118193,1467237825413
14,470,1466561513653,1467706429929
